status,tagline,title,vote_average,vote_count
Released,Warriors. Conquerors. Heroes.,The Barbarians,5.1,8
Released,The toughest lesson is love.,The Art of Getting By,6.5,415
Released,Why take the risk,Zipper,5.5,58
Released,It's your shot. Take it.,Poolhall Junkies,6.5,25
Released,,The Loss of Sexual Innocence,5.2,9
Released,"From dawn to dusk, a few hours in the shadowy life of a mystic man named Monsieur Oscar.",Holy Motors,6.9,228
Released,,Joe,6.5,338
Released,Fat cats are too easy. Go for the big fish.,Shooting Fish,7,23
Released,Horror Has A New Home.,Prison,6.7,27
Released,Party till you drop. Dead.,Psycho Beach Party,6,26
Released,He saw. He combed. He conquered.,The Big Tease,5.8,6
Released,,"Guten Tag, Ram�_n",8.1,18
Released,"What took her family years to build, a stranger stole in an instant.",Trust,6.6,307
Released,Piece on Earth.,An Everlasting Piece,6,1
Released,"a love story from the writer of ""The Full Monty"".",Among Giants,4.5,2
Released,,Adore,6.1,291
Released,*(Not His Real Name),The Velocity of Gary,4.2,5
Released,The Most Dangerous Thing Is To Be Alive.,Stake Land,6.2,285
Released,Life is what happens when you're busy making plans,The Last Time I Committed Suicide,6.7,7
Released,"At this wedding, the F-word stands for Family",Another Happy Day,6.2,37
Released,"Out here, there's nowhere to hide.",A Lonely Place to Die,6.2,157
Released,,Nothing,5.8,38
Released,The award winning musical comes to the screen!,1776,7.1,20
Released,You can never escape your past,Inescapable,5.2,13
Released,Howard Hughes' Thrilling Multi-Million Dollar Air Spectacle,Hell's Angels,6.1,19
Released,A second chance for a first love.,Purple Violets,5.7,9
Released,The dead come back,The Veil,4.5,118
Released,Don't break her heart,The Loved Ones,6.6,207
Released,Can we help you?,The Helpers,4.1,8
Released,,How to Fall in Love,5.2,20
Released,,The Perfect Wave,4.4,21
Released,...a motion picture for all times!,A Man for All Seasons,7.5,89
Released,Not since the dawn of time has America experienced a man like Howard Beale!,Network,7.7,381
Released,The greatest romance of all time!,Gone with the Wind,7.7,970
Released,Be Brave. Be Bold. Be Free.,Desert Dancer,6.5,18
Released,,Major Dundee,6.2,38
Released,,Annie Get Your Gun,7.3,22
Released,We are 4 Lions.,Four Lions,7,423
Released,An unexpected hero will rise.,Defendor,6.5,195
Released,The great MGM musical romance,The Pirate,6.6,17
Released,Everyone needs a refuge from the world.,The Good Heart,6,21
Released,History. It's just one bloody thing after another.,The History Boys,6.6,66
Released,Whatever you hear about Midnight Cowboy is true.,Midnight Cowboy,7.4,299
Released,The year's most revealing comedy.,The Full Monty,6.8,363
Released,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",Airplane!,7.1,1074
Released,"When duty calls, plans change",Chain of Command,5.3,11
Released,A lot can go down between thursday and saturday...,Friday,7,503
Released,This is the truth. This is what's real.,Menace II Society,7.2,173
Released,"When the curtain goes up, the terror begins.",Creepshow 2,5.9,129
Released,,The Ballad of Cable Hogue,6.9,47
Released,,In Cold Blood,7.4,82
Released,Her Faith Remained Strong and True in the Face of Africa's Terrors!,The Nun's Story,7.4,46
Released,Harper takes a case - and the payoff is murder.,Harper,6.2,35
Released,Just an ordinary necktie used with a deadly new twist.,Frenzy,7.1,158
Released,Evil takes many forms.,The Witch,6.3,1434
Released,A truckload of cell phones... turns into a boatload of cash!,I Got the Hook Up,5.4,8
Released,A romantic comedy about two brothers... and the one thing that came between them.,She's the One,5.7,70
Released,,Gods and Monsters,6.8,81
Released,You're in for a hell of a ride.,Train,4.8,36
Released,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,7.6,742
Released,Too cool for words.,Pootie Tang,5.4,43
Released,Enough said!,Sharknado,3.8,476
Released,"First comes love, then comes marriage, then comes therapy.",Ira & Abby,5.8,9
Released,Sometimes you go looking for something you want. . . and find what you need.,Winter Passing,6.7,28
Released,Evil is so totally busted!,D.E.B.S.,5.6,90
Released,,The Masked Saint,2.9,7
Released,What she doesn't know could kill her.,The Betrayed,5.2,10
Released,"In life only two things are certain, death and taxes.",Taxman,2,1
Released,,The Secret,0,0
Released,Killers Are Not Born ... They Are Made,2:13,4.6,10
Released,Justice Returns... Vengeance Returns... Redemption Comes to Gotham.,"Batman: The Dark Knight Returns, Part 2",7.9,419
Released,Climate change for good.,Time to Choose,0,0
Released,,In the Name of the King III,3.3,19
Released,The Ultimate Endgame,Wicked Blood,5.3,37
Released,Revenge comes at a price.,Stranded,5,11
Released,"In this city, crime is a family business.",Lords of London,3.6,6
Released,The Master of Comedy takes on The Master of Suspense!,High Anxiety,6.5,84
Released,Be first. Be smarter. Or cheat.,Margin Call,6.7,524
Released,,August,6.2,15
Released,From the author of Fight Club,Choke,6,127
Released,The road to greatness can take you to the edge.,Whiplash,8.3,4254
Released,The Weekend has Landed!,Human Traffic,6.8,97
Released,Based on the True Story that started a Global Movement.,To Write Love on Her Arms,6.8,47
Released,One life ends. Seven others begin.,The Dead Girl,6.4,66
Released,"Peace, Harmony, Comfort and Joy... Maybe Next Year.",A Christmas Story,7.4,344
Released,One person can change your life forever,Bella,6.7,37
Released,Class of 1984. Is this the future?,Class of 1984,6.2,66
Released,"A battle of the sexes, winner takes all.",The Opposite Sex,4.1,9
Released,,Dreaming of Joseph Lees,8,1
Released,Pray for Rosemary's Baby,Rosemary's Baby,7.5,863
Released,Together For The First Time - James Stewart - John Wayne - in the masterpiece of four-time Academy Award winner John Ford,The Man Who Shot Liberty Valance,7.4,265
Released,A story about two strangers. One a little stranger than the other...,Adam,6.9,150
Released,This is what love feels like.,Beginners,6.8,347
Released,,Feast,6.1,160
Released,It was the Deltas against the rules... the rules lost!,Animal House,7,418
Released,Everything he touches turns into excitement!,Goldfinger,7.2,987
Released,What If You Could Feel Like They Do ...,Antiviral,5.7,112
Released,It's a wonderful laugh! It's a wonderful love!,It's a Wonderful Life,8,1076
Released,Choose life.,Trainspotting,7.8,2655
Released,We Got Jokes,The Original Kings of Comedy,6.3,15
Released,In 2009 you demanded it. Nothing can prepare you for what's next.,Paranormal Activity 2,5.7,722
Released,How far would you go to win a fortune!,Waking Ned,7.4,54
Released,One nation under the gun.,Bowling for Columbine,7.3,453
Released,Someone is coming back to Elm Street!,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361
Released,,A Room with a View,6.9,156
Released,"One night a year, all crime is legal.",The Purge,6,2428
Released,"Once you see him, nothing can save you.",Sinister,6.7,1573
Released,,Martin Lawrence Live: Runteldat,5,1
Released,Just one pillow on her bed ... and just one desire in her heart!,Cat on a Hot Tin Roof,7.6,165
Released,An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!,Beneath the Planet of the Apes,6.2,361
Released,He Sits. He Stays. He Shoots. He Scores.,Air Bud,5.3,106
Released,Kill or be killed!,Friday the 13th Part VI: Jason Lives,5.7,216
Released,It spans a whole new world of entertainment!,The Bridge on the River Kwai,7.7,542
Released,,Spaced Invaders,4.7,25
Released,There�۪s no body in the family plot.,Family Plot,6.7,86
Released,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",The Apartment,8.1,483
Released,Evil has finally found a home.,Jason Goes to Hell: The Final Friday,4.2,193
Released,It tears you apart with suspense!,Torn Curtain,6.4,120
Released,,Dave Chappelle's Block Party,6.4,28
Released,Wanted Dead or Dead,Slow West,6.6,367
Released,It's chillin'!,Krush Groove,7,11
Released,,Next Day Air,5.3,36
Released,If there was a dollar to be made - Gantry would make it... If there was a soul to be saved - Gantry would save it...,Elmer Gantry,7.3,41
Released,The event the world will never forget,Judgment at Nuremberg,7.6,155
Released,He's a legend in his own mind.,Trippin',4.5,4
Released,Big as the men who faced this challenge! Bold as the women who loved them!,Red River,7.3,82
Released,,Phat Girlz,3.7,10
Released,Everything's better with maturity.,Before Midnight,7.4,568
Released,High school was easy. But college is a whole different ANIMAL.,Teen Wolf Too,3.8,46
Released,The ball is back!,Phantasm II,6.3,94
Released,,Woman Thou Art Loosed,5,3
Released,,Real Women Have Curves,5.8,19
Released,,Water,6.8,34
Released,"A comedy of families, a chip shop... and a very randy dog.",East Is East,6.5,59
Released,Never underestimate the power of a woman.,Whipped,3.1,11
Released,,Kama Sutra - A Tale of Love,5.7,35
Released,,Please Give,6,57
Released,It's Scrumdiddlyumptious!,Willy Wonka & the Chocolate Factory,7.4,798
Released,,Warlock: The Armageddon,5.2,38
Released,A mindless comedy.,8 Heads in a Duffel Bag,5.4,39
Released,Your eyes... Your ears... Your senses... will be overwhelmed.,Days of Heaven,7.6,234
Released,Ask yourself if you're really happy.,Thirteen Conversations About One Thing,6.4,25
Released,Suck it and see...,Jawbreaker,5.9,90
Released,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.",Basquiat,6.6,94
Released,,Frances Ha,7.2,345
Released,Finding happiness can be a tragic comedy.,Happiness,7.4,194
Released,,DysFunktional Family,6.1,4
Released,Let me tell you a story...,Tusk,5.1,366
Released,,Letters to God,6.5,37
Released,"Delivering justice, one shell at a time...",Hobo with a Shotgun,5.7,211
Released,Her life is no fairy tale.,Freeway,6.5,95
Released,,Love's Abiding Joy,5.8,12
Released,"Live, love and give as good as you get.",Fish Tank,6.9,250
Released,"For these girls... it's not what you learn, it's whom you educate.",Damsels in Distress,5.6,67
Released,Death from the depths,Creature,4,21
Released,Old habits party hard.,Bachelorette,5.3,444
Released,,Brave New Girl,3.7,3
Released,,Tim and Eric's Billion Dollar Movie,5.2,34
Released,,Fort McCoy,6.3,2
Released,"If you don't forward it, you die.",Chain Letter,3.9,37
Released,A voyeuristic coming-of-age comedy.,Just Looking,5.8,5
Released,The lucky ones died in the blast,The Divide,5.7,197
Released,If there is life after death - love lives on,The Eclipse,6.1,15
Released,Every House Has It's Secrets,Demonic,4.9,148
Released,The lowbrow comedy for the highbrow crowd.,My Big Fat Independent Movie,3,5
Released,,The Deported,0,0
Released,,Tanner Hall,5.4,32
Released,,Open Road,5.2,18
Released,He came...She came...They both came,They Came Together,5.3,171
Released,Based on true events... that may not have happened,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,28
Released,,Never Back Down 2: The Beatdown,5.8,136
Released,There are two kinds of people in his up-tight world: his victims and his women. And sometimes you can't tell them apart.,Point Blank,7.1,95
Released,Comedy,Four Single Fathers,0,0
Released,,Enter the Dangerous Mind,4.8,14
Released,,Something Wicked,4.6,16
Released,72 Hours On The Clock. Starting Now...,AWOL-72,2.8,10
Released,,Iguana,6,1
Released,The glory days are back,Chicago Overcoat,6.1,5
Released,A comedy that hits you right where it counts.,Barry Munday,6.3,22
Released,You have to see it to believe it!,Pocketful of Miracles,7.3,25
Released,Colton MacReady...is coming home.,Close Range,4.9,54
Released,,Boynton Beach Club,6.8,3
Released,What he can't remember is killing him.,Amnesiac,4.1,52
Released,Things you always thought you knew but didn't,Freakonomics,6.6,36
Released,"He's a dreamer, stuck in the real world.",Griff the Invisible,6.1,34
Released,Some things were never meant to be.,Unnatural,4.3,12
Released,The music will inspire them. The dream will unite them. This summer get crunk.,Hustle & Flow,6.9,99
Released,The movie too HOT for words!,Some Like It Hot,8,808
Released,"Jason is back, but this time someone's waiting!",Friday the 13th Part VII: The New Blood,5.3,192
Released,"We're off to see the Wizard, the wonderful Wizard of Oz!",The Wizard of Oz,7.4,1642
Released,The scariest comedy of all time!,Young Frankenstein,7.7,854
Released,Where will you be when the end begins?,Diary of the Dead,5.4,190
Released,They're back... and they're not alone!,Lage Raho Munna Bhai,7.6,44
Released,,Ulee's Gold,6.5,19
Released,"From the moment he first saw the stallion, he knew it would either destroy him, or carry him where no one had ever been before��_",The Black Stallion,7,59
Released,,Sardaarji,9.5,2
Released,,Journey to Saturn,4.9,10
Released,Gangway...For This Years BIG Adventure!,Donovan's Reef,6,30
Released,A GUY - A GAL - A PAL - It's Swell!,A Guy Named Joe,6,8
Released,Never give a saga an even break!,Blazing Saddles,7.2,609
Released,"Jason's Back, and this is the one you've been screaming for.",Friday the 13th: The Final Chapter,5.9,237
Released,,Maurice,7.1,61
Released,No Gut... No Glory.,Beer League,5.3,22
Released,,Riding Giants,7.6,23
Released,,Timber Falls,5.2,38
Released,What a Glorious Feeling!,Singin' in the Rain,7.8,727
Released,"FAT, SICK & NEARLY DEAD is an inspiring film that chronicles Joe's personal mission to regain his health.","Fat, Sick & Nearly Dead",7.1,47
Released,This $*%! ain't paranormal.,A Haunted House,5.4,516
Released,"Love Him, Hate Him, You Don't Know Him",2016: Obama's America,4.6,19
Released,In every life there comes a time when that dream you dream becomes that thing you do.,That Thing You Do!,6.8,225
Released,...and now the earth will run with blood again!,Halloween III: Season of the Witch,5,229
Released,Meet baby Milo who has Washington terrified.,Escape from the Planet of the Apes,6.3,264
Released,The man with the barbed-wire soul.,Hud,7.5,66
Released,Witness the rise of a legend,Kevin Hart: Let Me Explain,7.1,95
Released,"It's not where you go, it's how you get there.",My Own Private Idaho,7.1,212
Released,,Garden State,7.1,618
Released,Can the greatest romance of your life last only one night?,Before Sunrise,7.7,959
Released,,Jesus' Son,6.7,22
Released,"A romantic comedy about right, wrong and everything in between.",Saving Face,6.8,32
Released,,Brick Lane,5.2,15
Released,Friendship doesn't have an off switch,Robot & Frank,6.8,450
Released,,My Life Without Me,7.2,77
Released,From the Writers of (500) Days of Summer,The Spectacular Now,6.8,1048
Released,Heaven help us.,Religulous,7.2,197
Released,,Fuel,7,3
Released,The roar of the mob drowned out the truth.,Valley of the Heart's Delight,7,1
Released,She found her voice in the ocean... And within herself.,Eye of the Dolphin,7.1,7
Released,Equality for some.,8: The Mormon Proposition,5.5,6
Released,,The Other End of the Line,6.1,50
Released,Crossing the border just got easier. Plug into the new American dream.,Sleep Dealer,6,40
Released,"Shut up, crime!",Super,6.6,441
Released,,Christmas Mail,5,15
Released,,Antibirth,4.8,40
Released,"On October 16, 1996, the one year anniversary of the Million Man March, Spike Lee invites you to lift your head, raise your voice, and...get on the bus.",Get on the Bus,7,11
Released,,Thr3e,4.8,21
Released,"In the future, intelligence is extinct.",Idiocracy,6.3,664
Released,Brutal. Notorious. Legendary,The Rise of the Krays,4.5,19
Released,"Run with the crowd, stand alone, you decide.",This Is England,7.4,363
Released,Try to remain calm,U.F.O.,3.1,47
Released,M.G.M's Mammoth Technicolor Musical Spectacle!,Bathing Beauty,7,4
Released,,Go for It!,4.6,5
Released,in the middle of nowhere they had everything,"Dancer, Texas Pop. 81",10,1
Released,It's NEW!,Show Boat,6.9,18
Released,,Redemption Road,4.7,6
Released,Pray for the Prey,The Calling,5.6,88
Released,Imagine if Your Toaster Went on a Journey of its Own!,The Brave Little Toaster,6.7,93
Released,The most sensational sound you'll ever see!,Fantasia,7.2,808
Released,She never knew it could happen to her...,8 Days,0,0
Released,There's nowhere to hide. We dare you to try.,Friday the 13th Part III,5.7,254
Released,A New Beginning to the first step in terror.,Friday the 13th: A New Beginning,5.1,196
Released,,The Last Sin Eater,6.2,11
Released,,Do You Believe?,6.6,48
Released,,Impact Point,5.7,5
Released,,The Valley of Decision,5.8,4
Released,Survive at any cost.,Eden,5.6,19
Released,,Chicken Tikka Masala,3.5,5
Released,Let your heart sing,There's Always Woodstock,5.4,12
Released,...I used to be a plumber,Jack Brooks: Monster Slayer,5.7,59
Released,Three wonderful loves in the best picture of the year!,The Best Years of Our Lives,7.6,143
Released,It's 4 a.m... do you know where your kids are?,Bully,6.7,125
Released,,Elling,7,51
Released,,Mi America,0,0
Released,,Lies in Plain Sight,4.5,4
Released,,Sharkskin,0,0
Released,No water. No power. No explanation. No escape.,Containment,5.1,36
Released,The world's masters of murder pull out all the stops to destroy Agent 007!,From Russia with Love,6.9,760
Released,,The Toxic Avenger Part II,5.3,39
Released,Woody Allen takes a nostalgic look at the future.,Sleeper,7,200
Released,"It doesn't think, it doesn't feel, it doesn't give up",It Follows,6.6,1832
Released,,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,215
Released,,To Kill a Mockingbird,8,657
Released,"When all that's left is one last chance, pray that he's still out there ... somewhere!",Mad Max 2: The Road Warrior,7.3,957
Released,A true story about finding the courage to be yourself.,Boys Don't Cry,7.2,353
Released,"Experience 88 minutes of real fear, captured In real time",Silent House,5.2,125
Released,Honor Begins at Home.,Courageous,6.8,77
Released,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,The Hustler,7.6,240
Released,Where Men Are Rough And Tough . . . And Like Their Women The Same Way !,Boom Town,6.5,8
Released,,Smoke Signals,6.6,24
Released,Ordinary life is pretty complex stuff,American Splendor,7.1,120
Released,What if you had a second chance with the one that got away?,Before Sunset,7.6,718
Released,It's happening so fast.,Thirteen,6.7,339
Released,,Gentleman's Agreement,6.8,47
Released,Talking Just Causes Witnesses,Winter's Bone,6.8,565
Released,,Touching the Void,7.6,138
Released,An American Cavalcade!,Alexander's Ragtime Band,4.8,6
Released,,Me and You and Everyone We Know,7,107
Released,"The film that cost $20,000,000,000,000 to make.",Inside Job,7.7,286
Released,The world is yours.,We Are Your Friends,6.3,658
Released,All assassins live beyond the law ��_ only one follows the code,Ghost Dog: The Way of the Samurai,7.2,298
Released,Take A Ride To The Edge,Harsh Times,6.3,197
Released,Faith. Redemption. Survival.,Captive,5.6,92
Released,Everybody Needs A Release,Full Frontal,4.8,26
Released,It's more than just a game.,Witchboard,5.9,58
Released,Open Your Mind. And Everything Else.,Shortbus,6.3,140
Released,"2600 years ago, one family began a remarkable journey and set the course for a latter-day faith. This is their story.","The Book of Mormon Movie, Volume 1: The Journey",5,2
Released,The American Occupation of Iraq. The Inside Story From the Ultimate Insiders.,No End in Sight,7.2,23
Released,Some things are best kept secret.,The Diary of a Teenage Girl,6.8,279
Released,,In the Shadow of the Moon,7.6,31
Released,The Road to Civilisation is Not Always Civilised,Meek's Cutoff,6.5,77
Released,It was filmed in 6 days for 25 thousand dollars. The government didn't want you to see it. It was banned in 23 states. It has grossed over 600 million dollars. And it is the most profitable film in motion picture history.,Inside Deep Throat,6.8,31
Released,,Dinner Rush,7.1,19
Released,,Clockwatchers,5.6,13
Released,,The Virginity Hit,4.6,19
Released,,House of D,6.1,23
Released,Every rose has its thorns.,Teeth,5.2,210
Released,Vegas Needs a New King.,Six-String Samurai,5.8,36
Released,,Hum To Mohabbat Karega,0,0
Released,,It's All Gone Pete Tong,7.1,52
Released,,Saint John of Las Vegas,5.9,18
Released,,24 7: Twenty Four Seven,6.3,10
Released,Where Pride Began,Stonewall,5.2,32
Released,,Roadside Romeo,6.7,3
Released,,This Thing of Ours,5,1
Released,Finding it is only the beginning.,The Lost Medallion: The Adventures of Billy Stone,5.6,13
Released,There are two sides to every love story.,The Last Five Years,5.5,143
Released,John Rosow is a private investigator. And an alcoholic. He just got the case of his life.,The Missing Person,6.4,9
Released,She's to die for.,Return of the Living Dead 3,5.9,88
Released,One young man's incredible journey of self-discovery,London,6.1,96
Released,No one makes it alone.,Sherrybaby,6.3,41
Released,In here��_ everything gets you killed.,Circle,6,333
Released,"A weekend by the lake, with views to die for.",Eden Lake,6.7,406
Released,There's a fine line between love and obsession.,Plush,5.4,40
Released,"After Twilight, The Real Party Starts.",Lesbian Vampire Killers,5.3,124
Released,Welcome to the promised land.,Gangster's Paradise: Jerusalema,6.8,16
Released,,Freeze Frame,6.9,18
Released,They Were Searching For Proof.  They Found it.,Grave Encounters,6.1,381
Released,You'll die laughing...,Stitches,5.5,92
Released,It doesn't have to end this way,Nine Dead,5.2,84
Released,,"To Be Frank, Sinatra at 100",0,0
Released,,Bananas,6.7,165
Released,Money for Life,Supercapitalist,3.5,2
Released,,Rockaway,5.8,2
Released,I told you... you know nothing about wickedness,The Lady from Shanghai,7.2,102
Released,,No Man's Land: The Rise of Reeker,4.4,27
Released,It started as a desperate escape and became the wildest ride of their lives,Highway,5.6,37
Released,,Small Apartments,5.7,50
Released,,Coffee Town,6.7,45
Released,They Sing! They Dance! They're Juvenile Delinquents from Outer Space!,The Ghastly Love of Johnny X,6.6,8
Released,All is busted. All is broke. All is bitter. All is BRIGHT.,All Is Bright,5.3,36
Released,,Straight A's,5.2,46
Released,Something for Everyone!,A Funny Thing Happened on the Way to the Forum,6.1,24
Released,,Slacker Uprising,5.9,10
Released,Justice was delieverd by the fastest gun.,The Legend of Hell's Gate: An American Conspiracy,3.9,8
Released,,The Walking Deceased,4.2,35
Released,High school can be murder.,The Curse of Downers Grove,4.4,24
Released,In this lake you have to fight to survive,Shark Lake,4.4,19
Released,The most controversial film you will see this year.,River's Edge,6.7,59
Released,,Northfork,6.7,24
Released,,The Marine 4: Moving Target,5.8,49
Released,"170,000 sq miles of desert. 90 minutes of oxygen. No way out.",Buried,6.6,827
Released,A comedy that doesn't let principles stand in the way of progress.,Submarine,7.4,443
Released,1974. 1350 feet up. The artistic crime of the century.,Man on Wire,7.5,275
"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Abandoned,5.8
Post Production,,Brotherly Love,6.9,21
Released,Believe In Him.,The Last Exorcism,5.6,328
Released,As a boy all John Lennon needed was love.,Nowhere Boy,7.2,244
Released,"...Blanche, who wanted so much to stay a lady...",A Streetcar Named Desire,7.6,281
Released,The hot-line suspense comedy,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8,1442
Released,I  gotta take care of mine.,Beasts of the Southern Wild,6.8,403
Released,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,Battle for the Planet of the Apes,5.5,215
Released,Fall under its spell..,Songcatcher,5.6,9
Post Production,,Higher Ground,5.3,14
Released,"He's not selling out, he's buying in.",The Greatest Movie Ever Sold,6.4,88
Released,A family reunion with some minor complications.,Ed and His Dead Mother,5.5,12
Released,The bitter and the sweet of temporary things.,Travellers and Magicians,6.8,9
Released,The hanging was the best show in town. But they made two mistakes. They hung the wrong man and they didn't finish the job!,Hang 'em High,6.7,192
Released,,Deadline - U.S.A.,6.9,17
Released,,Sublime,5.3,33
Released,,A Beginner's Guide to Snuff,0,0
Released,,Independence Daysaster,4.2,22
Released,There's a thin line between money and friends.,Dysfunctional Friends,5,4
Released,Be Careful... She Just Might Take Your Heart.,May,6.3,152
Released,Partners in survival. Friends for life.,Against the Wild,4.9,19
Released,All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!,Conquest of the Planet of the Apes,6.1,236
Released,A young man. An older woman. Her ex-husband. Things are about to explode...,In the Bedroom,6.4,89
Released,It's Date Night,I Spit on Your Grave,6.3,519
Released,Escaped convicts disguised as beauty pageant experts? This could get ugly,"Happy, Texas",5.5,39
Released,The most dangerous thing to want is more.,My Summer of Love,6,59
Released,,Yes,5.9,7
Released,YOU'LL LOVE THEM ALL FOR GIVING YOU THE SWELLEST TIME YOU'VE EVER HAD!,You Can't Take It With You,7.2,79
Released,Pouring out of impassioned pages...brawling their way to greatness on the screen!,From Here to Eternity,7.2,133
Released,John Ford's New and Finest Picture of the Fighting Cavalry!,She Wore a Yellow Ribbon,7.1,61
Released,Would you give up what you need... to get everything you want?,Grace Unplugged,6,24
Released,This big mouth is ready for the big time,Foolish,6.3,3
Released,,N-Secure,4.3,4
Released,,Out of the Dark,4.6,55
Released,Harry Caul is an invader of privacy. The best in the business.,The Conversation,7.5,372
Released,,I Love Your Work,6.5,2
Released,You can't run from what's inside.,Cabin Fever,4.4,111
Released,If only life were as easy as pie,Waitress,6.7,129
Released,The true story of an American ninja.,Bloodsport,6.6,363
Released,"Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!",Mr. Smith Goes to Washington,7.9,241
Released,,Kids,6.8,279
Released,Joint custody blows.,The Squid and the Whale,6.9,226
Released,"When it comes to love, sometimes she just can't think straight.",Kissing Jessica Stein,5.9,48
Released,,Kickboxer: Vengeance,4.5,99
Released,The maddest love that ever possessed a woman.,Spellbound,7.3,160
Released,"In a world of temptation, obsession is the deadliest desire.",Exotica,6.5,64
Released,Billy Brown just got out of jail. Now he's going to serve some real time. He's going home.,Buffalo '66,7.1,166
Released,It's not the house that's haunted.,Insidious,6.8,1737
Released,It�۪s 4 a.m. Do you know where your car is?,Repo Man,6.7,144
Released,,The Gatekeepers,6.5,39
Released,"Selfhood begins with a walking away, and love is proved in the letting go.",The Ballad of Jack and Rose,6.5,43
Released,She's going from straight A's to getting her first F.,The To Do List,5.5,342
Released,,Killing Zoe,6.1,111
Released,,The Believer,6.8,151
Released,Some will fall. Some will fly.,Snow Angels,6.5,48
Released,The Hunt Is On,Unsullied,3,1
Released,Fear is a place.,Session 9,6.2,251
Released,,I Want Someone to Eat Cheese With,5.7,12
Released,,Mooz-lum,4.5,3
Released,Stay out of the swamp.,Hatchet,5.7,159
Released,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",Modern Times,8.1,856
Released,You saw the back-stabbing. Now see the final cut.,Stolen Summer,6.4,9
Released,Fearless! Unstoppable! Ready For His Close-Up!,My Name Is Bruce,5.9,107
Released,Where you get more than just a hair cut!,The Salon,3.5,1
Released,,Road Hard,6.6,8
Released,,Forty Shades of Blue,6,2
Released,,Amigo,6,2
Released,Shut up or die.,Pontypool,6.6,183
Released,Some Things in life you can't leave behind,Trucker,6.8,16
Released,"A story about second, second chances",Me You and Five Bucks,10,2
Released,We've been waiting... we've always been waiting,The Lords of Salem,5.1,242
Released,Terror Gets Domesticated,Housebound,6.5,358
Released,,Wal-Mart: The High Cost of Low Price,6.9,24
Released,How far would you go for love?,Fetching Cody,6.8,6
Released,,Last I Heard,6,1
Released,,Closer to the Moon,6.4,13
Released,,Mutant World,2.6,9
Released,It�۪s better to stand out than to fit in.,Growing Up Smith,7.4,7
Released,,Checkmate,4.2,13
Released,,Wind Walkers,7.5,6
Released,"The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.",Snow White and the Seven Dwarfs,6.9,1914
Released,Sean Connery is Shalako! Shalako means action! Action means Bardot!,Shalako,5.4,12
Released,,Incident at Loch Ness,5.9,18
Released,She ended up on the wrong side of right.,The Dog Lover,5.3,6
Released,Enjoy the show.,GirlHouse,5.2,97
Released,It's where they died.,House at the End of the Drive,0,0
Released,He's Here Big As Life In A Real Bat-Epic,Batman,6.1,203
Released,A Disgrace to Criminals Everywhere.,"Lock, Stock and Two Smoking Barrels",7.5,1648
Released,,The Ballad of Gregorio Cortez,0,0
Released,,Trees Lounge,6.7,51
Released,,The Basket,6.5,6
Released,Part muse. Part sleepwalking cannibal.,Eddie: The Sleepwalking Cannibal,6.1,30
Released,The last defense. The last hope. The battle for the future of the world has begun.,Def-Con 4,2.8,10
Released,,The Hebrew Hammer,5.9,18
Released,Nice is out...Naughty is in,Neal 'n' Nikki,2.3,4
Released,,The 41���Year���Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2,34
Released,,Forget Me Not,5,66
Released,The shadow of this woman darkened their love.,Rebecca,7.7,336
Released,The body count continues...,Friday the 13th Part 2,6,315
Released,The screen dares to open the strange and savage pages of a shocking bestseller!,The Lost Weekend,7.4,112
Released,They're not staying down there anymore!,C.H.U.D.,5.3,62
Released,This is my life.,Filly Brown,5.9,10
Released,The lamb who saved the world!,The Lion of Judah,5.8,2
Released,A raging torrent of emotion that even nature can't control!,Niagara,6.7,79
Released,Millions Have Read This Great Novel... Millions more will see an even greater picture!,How Green Was My Valley,6.8,72
Released,,Da Sweet Blood of Jesus,4.1,13
Released,,"Sex, Lies, and Videotape",6.7,185
Released,Live or die. Make your choice.,Saw,7.2,2184
Released,,Super Troopers,6.6,362
Released,,The Algerian,0,0
Released,,You Can Count on Me,6.8,88
Released,A THRILLER with a difference!,The Trouble with Harry,6.9,149
Released,A Comedy Of Sexual Disorientation.,But I'm a Cheerleader,6.5,101
Released,Freedom is possible,Home Run,6.3,24
